Sr_No,Customer_Name,Overview,Geographical_Presence,Product_Offering,Industry_Vertical,Cloud_Platforms,License_Ecosystem,Optimization_Type,Pain_Points,Trigger_Event,Key_Stakeholders,Cloud_Optimization_Potential,ELO_Optimization_Potential,Total_Optimization_Potential,Decision_Maker,Phone,Fax,Email,Website,Annual_IT_Spend_M,Current_Cloud_Spend_M,Current_License_Spend_M,Potential_Cloud_Savings_M,Potential_License_Savings_M,Total_Potential_Savings_M,Number_of_Employees,IT_Team_Size,Number_of_VMs,Physical_Servers,Number_of_Databases,Number_of_Applications,Microsoft_Licenses,SAP_Licenses,Oracle_Licenses,Azure_VMs,Azure_Storage_TB,Azure_Monthly_Spend_K,AWS_EC2_Instances,AWS_S3_Storage_TB,AWS_Monthly_Spend_K,GCP_VMs,GCP_Storage_TB,GCP_Monthly_Spend_K,Implementation_Cost_K,Monthly_Savings_K,ROI_Payback_Months,Last_Contact_Days_Ago,Engagement_Score
34,Enterprise Customer 34,General merchandise retailer with extensive supply chain operations,"HQ: Minneapolis, MN; operates across Midwest U.S.","Retail operations, e-commerce, supply chain, point-of-sale systems, analytics",Enterprise operations,AWS (Amazon Web Services),"Microsoft 365, Oracle E-Business Suite, IBM WebSphere",Enterprise License Optimization (ELO),Rising cloud costs post-migration; lack of granular cost allocation and chargeback mechanisms,SAP-to-Azure migration; adoption of SAP IBP & Azure ML/IoT in smart factories,"CIO, VP Digital/IT, Head of Cloud Transformation, Global Procurement (IT)",0,20,20,VP Infrastructure,+1-431-529-1561,+1 (412) 378-6502,contact@targetcorporation.com,www.targetcorporation.com,213,89.01,46.03,0.0,9.21,9.21,44539,1199,1751,773,129,231,32188,6778,5471,0,0,0.0,1311,288,7417.5,0,0,0.0,156,767.5,0.2,16,4
35,Enterprise Customer 35,Athletic footwear and apparel company with global manufacturing,"HQ: Beaverton, OR; operates across Pacific Northwest U.S.","Retail operations, e-commerce, supply chain, point-of-sale systems, analytics",Enterprise operations,Multi-cloud (AWS + GCP),"Microsoft 365, Oracle E-Business Suite, IBM WebSphere",Both (Cloud FinOps + ELO),Hybrid infrastructure creating licensing grey areas between on-prem perpetual and cloud subscription models,Strategic Azure partnership to migrate data estate and SAP; Azure ML deployment in U.S. markets,"CFO, VP IT Operations, Enterprise Architect, Procurement Director",26,14,40,CIO,+1-438-542-1578,+1 (732) 170-9289,contact@nikeinc.com,www.nikeinc.com,381,96.15,140.94,25.0,19.73,44.73,133503,3092,3467,700,255,413,62080,11643,24095,0,0,0.0,1268,383,8012.5,376,277,8012.5,169,3727.5,0.0,112,10
36,Enterprise Customer 36,Coffeehouse chain with global presence and digital transformation initiatives,"HQ: Seattle, WA; operates across Pacific Northwest U.S.","Manufacturing, distribution, supply chain management, retail execution, data & analytics",Enterprise operations,Multi-cloud (Azure + AWS),"Microsoft, SAP, IBM Mainframe",Both (Cloud FinOps + ELO),Modernizing legacy ERP/network; Need agility/visibility for global manufacturing and planning,Recent Oracle audit notice triggering compliance review and optimization initiative,"CIO, VP Enterprise Apps, Head of Manufacturing IT/OT, SAM Lead",22,17,39,VP Digital,+1-445-555-1595,+1 (732) 195-4848,contact@starbuckscorporation.com,www.starbuckscorporation.com,394,95.79,142.36,21.07,24.2,45.27,43627,904,2505,536,57,1032,32160,10418,3235,1671,406,7982.5,986,303,7982.5,0,0,0.0,152,3772.5,0.0,63,3
37,Enterprise Customer 37,U.S. manufacturer of tooling and industrial materials; operates smart factories,"HQ: Pittsburgh, PA; operates across Northeast U.S.","Manufacturing operations, smart factory systems, supply chain, ERP systems",Enterprise operations,AWS (Amazon Web Services),"Microsoft 365, SAP HANA, Power Platform",Enterprise License Optimization (ELO),Multi-cloud cost optimization and license compliance across distributed systems,Strategic Azure partnership to migrate data estate and SAP; Azure ML deployment in U.S. markets,"CIO, VP Cloud Platforms, Head of SAM/Procurement, Finance IT Director",0,18,18,VP IT Operations,+1-452-568-1612,+1 (479) 758-8517,contact@kennametalinc.com,www.kennametalinc.com,123,28.22,30.67,0.0,5.52,5.52,146289,4078,4009,647,224,841,62493,9165,16746,0,0,0.0,1210,96,2351.7,0,0,0.0,243,460.0,0.5,13,2
38,Enterprise Customer 38,"Pharmaceutical corporation with research, development, and manufacturing","HQ: New York, NY; operates across Northeast U.S.","Healthcare services, pharmaceutical R&D, medical devices, patient systems",Enterprise operations,Multi-cloud (AWS + GCP),"Microsoft 365, Oracle E-Business Suite, IBM WebSphere",Both (Cloud FinOps + ELO),Rising cloud costs post-migration; lack of granular cost allocation and chargeback mechanisms,SAP HANA migration and scale-up on Azure,"CIO, IT Infrastructure Lead, Data & Analytics Director, Finance Transformation Manager",25,17,42,CTO,+1-459-581-1629,+1 (513) 779-7046,contact@pfizerinc.com,www.pfizerinc.com,292,92.28,78.48,23.07,13.34,36.41,149281,4467,4217,327,176,614,65434,8007,23685,0,0,0.0,594,211,7690.0,222,124,7690.0,99,3034.2,0.0,56,8
39,Enterprise Customer 39,"Aerospace, defense, security, and advanced technologies company","HQ: Bethesda, MD; operates across Mid-Atlantic U.S.","Aerospace systems, defense programs, manufacturing, supply chain",Enterprise operations,Google Cloud Platform,"AWS Services, Microsoft 365, Oracle",Both (Cloud FinOps + ELO),Hybrid infrastructure creating licensing grey areas between on-prem perpetual and cloud subscription models,Oracle license renewal cycle; exploring license buyback and optimization strategies,"CIO, IT Infrastructure Lead, Data & Analytics Director, Finance Transformation Manager",25,15,40,CTO,+1-466-594-1646,+1 (732) 512-5844,contact@lockheedmartin.com,www.lockheedmartin.com,333,62.67,94.6,15.67,14.19,29.86,104390,4208,1925,680,174,931,76819,27419,63,0,0,0.0,0,0,0.0,0,0,0.0,127,2488.3,0.1,74,4
40,Enterprise Customer 40,Investment banking and financial services company,"HQ: New York, NY; operates across Northeast U.S.","Financial services, trading platforms, risk management, customer banking systems",Enterprise operations,Google Cloud Platform,"Microsoft, SAP, IBM Mainframe",Cloud FinOps,Multi-cloud cost optimization and license compliance across distributed systems,Microsoft EA renewal approaching; opportunity to rightsize M365 and Azure subscriptions,"CIO, VP Cloud Platforms, Head of SAM/Procurement, Finance IT Director",19,0,19,VP Infrastructure,+1-473-607-1663,+1 (313) 971-6325,contact@goldmansachs.com,www.goldmansachs.com,143,42.37,38.75,8.05,0.0,8.05,72725,2197,2763,619,25,1158,30042,2905,4004,0,0,0.0,0,0,0.0,0,0,0.0,234,670.8,0.3,105,8
41,Enterprise Customer 41,Coffeehouse chain with global presence and digital transformation initiatives,"HQ: Seattle, WA; operates across Pacific Northwest U.S.","Manufacturing, distribution, supply chain management, retail execution, data & analytics",Enterprise operations,Multi-cloud (Azure + AWS),"Microsoft, SAP, IBM Mainframe",Both (Cloud FinOps + ELO),Modernizing legacy ERP/network; Need agility/visibility for global manufacturing and planning,Recent Oracle audit notice triggering compliance review and optimization initiative,"CIO, VP Enterprise Apps, Head of Manufacturing IT/OT, SAM Lead",22,17,39,VP Digital,+1-480-620-1680,+1 (732) 195-4848,contact@starbuckscorporation.com,www.starbuckscorporation.com,394,95.79,142.36,21.07,24.2,45.27,43627,904,2505,536,57,1032,32160,10418,3235,1671,406,7982.5,986,303,7982.5,0,0,0.0,152,3772.5,0.0,63,3
42,Enterprise Customer 42,Automotive manufacturer with global manufacturing and distribution,"HQ: Dearborn, MI; operates across Midwest U.S.","Manufacturing operations, smart factory systems, supply chain, ERP systems",Enterprise operations,AWS (Amazon Web Services),"Microsoft 365, SAP S/4HANA",Both (Cloud FinOps + ELO),SAP licensing complexity during cloud transformation; need visibility into actual usage vs. entitlements,SAP-to-Azure migration; adoption of SAP IBP & Azure ML/IoT in smart factories,"CIO, IT Infrastructure Lead, Data & Analytics Director, Finance Transformation Manager",18,17,35,VP Cloud Platforms,+1-487-633-1697,+1 (479) 578-1887,contact@fordmotorcompany.com,www.fordmotorcompany.com,394,136.34,129.72,24.54,22.05,46.59,20889,670,3279,161,147,492,8116,4493,3725,0,0,0.0,487,266,11361.7,0,0,0.0,96,3882.5,0.0,72,8
43,Enterprise Customer 43,Telecommunications company providing wireless and wireline services,"HQ: New York, NY; operates across Northeast U.S.","Enterprise operations, digital transformation, IT infrastructure, analytics",Enterprise operations,AWS (Amazon Web Services),"Microsoft 365, Oracle E-Business Suite, IBM WebSphere",Cloud FinOps,Managing massive data/analytics workloads and modernizing ERP; Need cost control & governance at scale,Strategic Azure migration with Accenture/Avanade; cloud-first operating model,"CIO, VP Cloud Platforms, Head of SAM/Procurement, Finance IT Director",22,0,22,VP Digital,+1-494-646-1714,+1 (479) 561-8699,contact@verizoncommunication.com,www.verizoncommunication.com,199,31.8,51.27,7.0,0.0,7.0,79112,3250,4219,122,139,641,30928,14030,1930,0,0,0.0,1315,165,2650.0,0,0,0.0,215,583.3,0.4,39,5
44,Enterprise Customer 44,Major U.S. airline with global operations and extensive IT infrastructure,"HQ: Atlanta, GA; operates across Southeast U.S.","Enterprise operations, digital transformation, IT infrastructure, analytics",Enterprise operations,AWS (Amazon Web Services),"Microsoft 365, SAP ERP, Oracle Database",Both (Cloud FinOps + ELO),Managing massive data/analytics workloads and modernizing ERP; Need cost control & governance at scale,SAP HANA migration and scale-up on Azure,"CFO, VP IT Operations, Enterprise Architect, Procurement Director",27,18,45,CIO,+1-501-659-1731,+1 (713) 516-8956,contact@deltaairlines.com,www.deltaairlines.com,296,63.38,82.94,17.11,14.93,32.04,20370,508,517,449,155,1031,9673,3565,2903,0,0,0.0,1696,451,5281.7,0,0,0.0,192,2670.0,0.1,170,8
45,Enterprise Customer 45,Athletic footwear and apparel company with global manufacturing,"HQ: Beaverton, OR; operates across Pacific Northwest U.S.","Retail operations, e-commerce, supply chain, point-of-sale systems, analytics",Enterprise operations,Multi-cloud (AWS + GCP),"Microsoft 365, Oracle E-Business Suite, IBM WebSphere",Both (Cloud FinOps + ELO),Hybrid infrastructure creating licensing grey areas between on-prem perpetual and cloud subscription models,Strategic Azure partnership to migrate data estate and SAP; Azure ML deployment in U.S. markets,"CFO, VP IT Operations, Enterprise Architect, Procurement Director",26,14,40,CIO,+1-508-672-1748,+1 (732) 170-9289,contact@nikeinc.com,www.nikeinc.com,381,96.15,140.94,25.0,19.73,44.73,133503,3092,3467,700,255,413,62080,11643,24095,0,0,0.0,1268,383,8012.5,376,277,8012.5,169,3727.5,0.0,112,10
46,Enterprise Customer 46,Hospitality company operating hotels and resorts worldwide,"HQ: Bethesda, MD; operates across Mid-Atlantic U.S.","Enterprise operations, digital transformation, IT infrastructure, analytics",Enterprise operations,AWS (Amazon Web Services),"Microsoft 365, SAP S/4HANA",Both (Cloud FinOps + ELO),Multi-cloud cost optimization and license compliance across distributed systems,SAP S/4HANA migration project kickoff; re-evaluating license requirements,"CFO, VP IT Operations, Enterprise Architect, Procurement Director",15,12,27,CTO,+1-515-685-1765,+1 (513) 816-7594,contact@marriottinternationa.com,www.marriottinternationa.com,189,56.73,56.47,8.51,6.78,15.29,26087,989,4039,380,148,152,7992,1975,4762,0,0,0.0,1402,60,4727.5,0,0,0.0,245,1274.2,0.2,173,5
47,Enterprise Customer 47,"Consumer goods corporation with global brands in beauty, healthcare, and household products","HQ: Cincinnati, OH; operates across Midwest U.S.","Manufacturing, distribution, supply chain management, retail execution, data & analytics",Enterprise operations,AWS (Amazon Web Services),"Microsoft 365, SAP S/4HANA",Both (Cloud FinOps + ELO),SAP licensing complexity during cloud transformation; need visibility into actual usage vs. entitlements,AWS Enterprise Agreement renewal; negotiating better rates based on commitment,"CFO, VP IT Operations, Enterprise Architect, Procurement Director",24,11,35,VP Infrastructure,+1-522-698-1782,+1 (914) 798-9797,contact@procter&gamble.com,www.procter&gamble.com,434,99.84,142.44,23.96,15.67,39.63,34242,986,1795,514,21,639,21403,3027,4208,0,0,0.0,417,495,8320.0,0,0,0.0,210,3302.5,0.1,77,9
48,Enterprise Customer 48,"Agricultural, construction, and forestry machinery manufacturer","HQ: Moline, IL; operates across Midwest U.S.","Manufacturing operations, smart factory systems, supply chain, ERP systems",Enterprise operations,Microsoft Azure,"AWS Services, Microsoft 365, Oracle",Enterprise License Optimization (ELO),Managing massive data/analytics workloads and modernizing ERP; Need cost control & governance at scale,Multi-cloud expansion for disaster recovery and workload optimization,"CIO, VP Cloud Platforms, Head of SAM/Procurement, Finance IT Director",0,12,12,CTO,+1-529-711-1799,+1 (732) 846-6139,contact@deere&company.com,www.deere&company.com,273,90.6,82.52,0.0,9.9,9.9,105976,4979,2057,310,42,993,5221,17136,17693,1606,418,7550.0,0,0,0.0,0,0,0.0,290,825.0,0.4,172,4
49,Enterprise Customer 49,General merchandise retailer with extensive supply chain operations,"HQ: Minneapolis, MN; operates across Midwest U.S.","Retail operations, e-commerce, supply chain, point-of-sale systems, analytics",Enterprise operations,AWS (Amazon Web Services),"Microsoft 365, Oracle E-Business Suite, IBM WebSphere",Enterprise License Optimization (ELO),Rising cloud costs post-migration; lack of granular cost allocation and chargeback mechanisms,SAP-to-Azure migration; adoption of SAP IBP & Azure ML/IoT in smart factories,"CIO, VP Digital/IT, Head of Cloud Transformation, Global Procurement (IT)",0,20,20,VP Infrastructure,+1-536-724-1816,+1 (412) 378-6502,contact@targetcorporation.com,www.targetcorporation.com,213,89.01,46.03,0.0,9.21,9.21,44539,1199,1751,773,129,231,32188,6778,5471,0,0,0.0,1311,288,7417.5,0,0,0.0,156,767.5,0.2,16,4
50,Enterprise Customer 50,Athletic footwear and apparel company with global manufacturing,"HQ: Beaverton, OR; operates across Pacific Northwest U.S.","Retail operations, e-commerce, supply chain, point-of-sale systems, analytics",Enterprise operations,Multi-cloud (AWS + GCP),"Microsoft 365, Oracle E-Business Suite, IBM WebSphere",Both (Cloud FinOps + ELO),Hybrid infrastructure creating licensing grey areas between on-prem perpetual and cloud subscription models,Strategic Azure partnership to migrate data estate and SAP; Azure ML deployment in U.S. markets,"CFO, VP IT Operations, Enterprise Architect, Procurement Director",26,14,40,CIO,+1-543-737-1833,+1 (732) 170-9289,contact@nikeinc.com,www.nikeinc.com,381,96.15,140.94,25.0,19.73,44.73,133503,3092,3467,700,255,413,62080,11643,24095,0,0,0.0,1268,383,8012.5,376,277,8012.5,169,3727.5,0.0,112,10
51,Transportation Customer 1,Major U.S. airline with global operations and extensive IT infrastructure,"HQ: Atlanta, GA; operates across Southeast U.S.","Enterprise operations, digital transformation, IT infrastructure, analytics",Transportation,AWS (Amazon Web Services),"Microsoft 365, SAP ERP, Oracle Database",Both (Cloud FinOps + ELO),Managing massive data/analytics workloads and modernizing ERP; Need cost control & governance at scale,SAP HANA migration and scale-up on Azure,"CFO, VP IT Operations, Enterprise Architect, Procurement Director",27,18,45,CIO,+1-557-763-1867,+1 (713) 516-8956,contact@deltaairlines.com,www.deltaairlines.com,296,63.38,82.94,17.11,14.93,32.04,20370,508,517,449,155,1031,9673,3565,2903,0,0,0.0,1696,451,5281.7,0,0,0.0,192,2670.0,0.1,170,8
52,Transportation Customer 2,Major U.S. airline with global operations,"HQ: Fort Worth, TX; operates across South Central U.S.","Enterprise operations, digital transformation, IT infrastructure, analytics",Transportation,AWS (Amazon Web Services),"AWS Services, Microsoft 365, Oracle",Both (Cloud FinOps + ELO),"Need for scalable, cost-efficient infrastructure for high-volume SAP and automation at scale",SAP S/4HANA migration project kickoff; re-evaluating license requirements,"CIO, VP Enterprise Apps, Head of Manufacturing IT/OT, SAM Lead",27,19,46,VP Infrastructure,+1-564-776-1884,+1 (479) 973-7865,contact@americanairlinesgrou.com,www.americanairlinesgrou.com,325,121.63,100.5,32.84,19.09,51.93,62812,2176,2735,496,268,159,30484,11114,11008,0,0,0.0,1590,458,10135.8,0,0,0.0,153,4327.5,0.0,43,8
53,Transportation Customer 3,Major U.S. airline with global operations,"HQ: Fort Worth, TX; operates across South Central U.S.","Enterprise operations, digital transformation, IT infrastructure, analytics",Transportation,AWS (Amazon Web Services),"AWS Services, Microsoft 365, Oracle",Both (Cloud FinOps + ELO),"Need for scalable, cost-efficient infrastructure for high-volume SAP and automation at scale",SAP S/4HANA migration project kickoff; re-evaluating license requirements,"CIO, VP Enterprise Apps, Head of Manufacturing IT/OT, SAM Lead",27,19,46,VP Infrastructure,+1-571-789-1901,+1 (479) 973-7865,contact@americanairlinesgrou.com,www.americanairlinesgrou.com,325,121.63,100.5,32.84,19.09,51.93,62812,2176,2735,496,268,159,30484,11114,11008,0,0,0.0,1590,458,10135.8,0,0,0.0,153,4327.5,0.0,43,8
54,Transportation Customer 4,Major U.S. airline with global operations and extensive IT infrastructure,"HQ: Atlanta, GA; operates across Southeast U.S.","Enterprise operations, digital transformation, IT infrastructure, analytics",Transportation,AWS (Amazon Web Services),"Microsoft 365, SAP ERP, Oracle Database",Both (Cloud FinOps + ELO),Managing massive data/analytics workloads and modernizing ERP; Need cost control & governance at scale,SAP HANA migration and scale-up on Azure,"CFO, VP IT Operations, Enterprise Architect, Procurement Director",27,18,45,CIO,+1-578-802-1918,+1 (713) 516-8956,contact@deltaairlines.com,www.deltaairlines.com,296,63.38,82.94,17.11,14.93,32.04,20370,508,517,449,155,1031,9673,3565,2903,0,0,0.0,1696,451,5281.7,0,0,0.0,192,2670.0,0.1,170,8
55,Transportation Customer 5,Major U.S. airline with global operations,"HQ: Fort Worth, TX; operates across South Central U.S.","Enterprise operations, digital transformation, IT infrastructure, analytics",Transportation,AWS (Amazon Web Services),"AWS Services, Microsoft 365, Oracle",Both (Cloud FinOps + ELO),"Need for scalable, cost-efficient infrastructure for high-volume SAP and automation at scale",SAP S/4HANA migration project kickoff; re-evaluating license requirements,"CIO, VP Enterprise Apps, Head of Manufacturing IT/OT, SAM Lead",27,19,46,VP Infrastructure,+1-585-815-1935,+1 (479) 973-7865,contact@americanairlinesgrou.com,www.americanairlinesgrou.com,325,121.63,100.5,32.84,19.09,51.93,62812,2176,2735,496,268,159,30484,11114,11008,0,0,0.0,1590,458,10135.8,0,0,0.0,153,4327.5,0.0,43,8
56,Aerospace / Defense Customer 1,Aerospace company manufacturing commercial airplanes and defense systems,"HQ: Chicago, IL; operates across Midwest U.S.","Aerospace systems, defense programs, manufacturing, supply chain",Aerospace / Defense,AWS (Amazon Web Services),"Microsoft 365, SAP HANA, Power Platform",Both (Cloud FinOps + ELO),"Need for scalable, cost-efficient infrastructure for high-volume SAP and automation at scale",SAP S/4HANA migration project kickoff; re-evaluating license requirements,"CIO, VP Cloud Platforms, Head of SAM/Procurement, Finance IT Director",18,13,31,VP Enterprise Applications,+1-592-828-1952,+1 (412) 576-5198,contact@boeingcompany.com,www.boeingcompany.com,442,115.22,141.96,20.74,18.45,39.19,35024,1517,1841,368,75,1285,5841,5211,4766,0,0,0.0,1587,242,9601.7,0,0,0.0,151,3265.8,0.0,51,2
57,Aerospace / Defense Customer 2,Aerospace company manufacturing commercial airplanes and defense systems,"HQ: Chicago, IL; operates across Midwest U.S.","Aerospace systems, defense programs, manufacturing, supply chain",Aerospace / Defense,AWS (Amazon Web Services),"Microsoft 365, SAP HANA, Power Platform",Both (Cloud FinOps + ELO),"Need for scalable, cost-efficient infrastructure for high-volume SAP and automation at scale",SAP S/4HANA migration project kickoff; re-evaluating license requirements,"CIO, VP Cloud Platforms, Head of SAM/Procurement, Finance IT Director",18,13,31,VP Enterprise Applications,+1-599-841-1969,+1 (412) 576-5198,contact@boeingcompany.com,www.boeingcompany.com,442,115.22,141.96,20.74,18.45,39.19,35024,1517,1841,368,75,1285,5841,5211,4766,0,0,0.0,1587,242,9601.7,0,0,0.0,151,3265.8,0.0,51,2
58,Aerospace / Defense Customer 3,"Aerospace, defense, security, and advanced technologies company","HQ: Bethesda, MD; operates across Mid-Atlantic U.S.","Aerospace systems, defense programs, manufacturing, supply chain",Aerospace / Defense,Google Cloud Platform,"AWS Services, Microsoft 365, Oracle",Both (Cloud FinOps + ELO),Hybrid infrastructure creating licensing grey areas between on-prem perpetual and cloud subscription models,Oracle license renewal cycle; exploring license buyback and optimization strategies,"CIO, IT Infrastructure Lead, Data & Analytics Director, Finance Transformation Manager",25,15,40,CTO,+1-606-854-1986,+1 (732) 512-5844,contact@lockheedmartin.com,www.lockheedmartin.com,333,62.67,94.6,15.67,14.19,29.86,104390,4208,1925,680,174,931,76819,27419,63,0,0,0.0,0,0,0.0,0,0,0.0,127,2488.3,0.1,74,4
59,Aerospace / Defense Customer 4,Aerospace company manufacturing commercial airplanes and defense systems,"HQ: Chicago, IL; operates across Midwest U.S.","Aerospace systems, defense programs, manufacturing, supply chain",Aerospace / Defense,AWS (Amazon Web Services),"Microsoft 365, SAP HANA, Power Platform",Both (Cloud FinOps + ELO),"Need for scalable, cost-efficient infrastructure for high-volume SAP and automation at scale",SAP S/4HANA migration project kickoff; re-evaluating license requirements,"CIO, VP Cloud Platforms, Head of SAM/Procurement, Finance IT Director",18,13,31,VP Enterprise Applications,+1-613-867-2003,+1 (412) 576-5198,contact@boeingcompany.com,www.boeingcompany.com,442,115.22,141.96,20.74,18.45,39.19,35024,1517,1841,368,75,1285,5841,5211,4766,0,0,0.0,1587,242,9601.7,0,0,0.0,151,3265.8,0.0,51,2
60,Aerospace / Defense Customer 5,"Aerospace, defense, security, and advanced technologies company","HQ: Bethesda, MD; operates across Mid-Atlantic U.S.","Aerospace systems, defense programs, manufacturing, supply chain",Aerospace / Defense,Google Cloud Platform,"AWS Services, Microsoft 365, Oracle",Both (Cloud FinOps + ELO),Hybrid infrastructure creating licensing grey areas between on-prem perpetual and cloud subscription models,Oracle license renewal cycle; exploring license buyback and optimization strategies,"CIO, IT Infrastructure Lead, Data & Analytics Director, Finance Transformation Manager",25,15,40,CTO,+1-620-880-2020,+1 (732) 512-5844,contact@lockheedmartin.com,www.lockheedmartin.com,333,62.67,94.6,15.67,14.19,29.86,104390,4208,1925,680,174,931,76819,27419,63,0,0,0.0,0,0,0.0,0,0,0.0,127,2488.3,0.1,74,4
61,Food & Beverage Customer 1,"Major independent Coca-Cola bottler handling beverage production, sales, marketing & distribution","HQ: Birmingham, AL; operates across Southeast U.S.","Manufacturing, distribution, supply chain management, retail execution, data & analytics",Food & Beverage,Microsoft Azure,"Microsoft 365, SAP ERP, Oracle Database",Both (Cloud FinOps + ELO),Modernizing legacy ERP/network; Need agility/visibility for global manufacturing and planning,SAP-to-Azure migration; adoption of SAP IBP & Azure ML/IoT in smart factories,"CIO, VP Cloud Platforms, Head of SAM/Procurement, Finance IT Director",26,14,40,VP Cloud Platforms,+1-627-893-2037,+1 (205) 130-2535,contact@coca-colabottlingcom.com,www.coca-colabottlingcom.com,161,35.39,51.59,9.2,7.22,16.42,57124,2369,4964,479,132,1019,43618,9215,156,1754,462,2949.2,0,0,0.0,0,0,0.0,90,1368.3,0.1,179,7
62,Food & Beverage Customer 2,"Major independent Coca-Cola bottler handling beverage production, sales, marketing & distribution","HQ: Birmingham, AL; operates across Southeast U.S.","Manufacturing, distribution, supply chain management, retail execution, data & analytics",Food & Beverage,Microsoft Azure,"Microsoft 365, SAP ERP, Oracle Database",Both (Cloud FinOps + ELO),Modernizing legacy ERP/network; Need agility/visibility for global manufacturing and planning,SAP-to-Azure migration; adoption of SAP IBP & Azure ML/IoT in smart factories,"CIO, VP Cloud Platforms, Head of SAM/Procurement, Finance IT Director",26,14,40,VP Cloud Platforms,+1-634-906-2054,+1 (205) 130-2535,contact@coca-colabottlingcom.com,www.coca-colabottlingcom.com,161,35.39,51.59,9.2,7.22,16.42,57124,2369,4964,479,132,1019,43618,9215,156,1754,462,2949.2,0,0,0.0,0,0,0.0,90,1368.3,0.1,179,7
63,Food & Beverage Customer 3,"Major independent Coca-Cola bottler handling beverage production, sales, marketing & distribution","HQ: Birmingham, AL; operates across Southeast U.S.","Manufacturing, distribution, supply chain management, retail execution, data & analytics",Food & Beverage,Microsoft Azure,"Microsoft 365, SAP ERP, Oracle Database",Both (Cloud FinOps + ELO),Modernizing legacy ERP/network; Need agility/visibility for global manufacturing and planning,SAP-to-Azure migration; adoption of SAP IBP & Azure ML/IoT in smart factories,"CIO, VP Cloud Platforms, Head of SAM/Procurement, Finance IT Director",26,14,40,VP Cloud Platforms,+1-641-919-2071,+1 (205) 130-2535,contact@coca-colabottlingcom.com,www.coca-colabottlingcom.com,161,35.39,51.59,9.2,7.22,16.42,57124,2369,4964,479,132,1019,43618,9215,156,1754,462,2949.2,0,0,0.0,0,0,0.0,90,1368.3,0.1,179,7
64,Food & Beverage Customer 4,"Major independent Coca-Cola bottler handling beverage production, sales, marketing & distribution","HQ: Birmingham, AL; operates across Southeast U.S.","Manufacturing, distribution, supply chain management, retail execution, data & analytics",Food & Beverage,Microsoft Azure,"Microsoft 365, SAP ERP, Oracle Database",Both (Cloud FinOps + ELO),Modernizing legacy ERP/network; Need agility/visibility for global manufacturing and planning,SAP-to-Azure migration; adoption of SAP IBP & Azure ML/IoT in smart factories,"CIO, VP Cloud Platforms, Head of SAM/Procurement, Finance IT Director",26,14,40,VP Cloud Platforms,+1-648-932-2088,+1 (205) 130-2535,contact@coca-colabottlingcom.com,www.coca-colabottlingcom.com,161,35.39,51.59,9.2,7.22,16.42,57124,2369,4964,479,132,1019,43618,9215,156,1754,462,2949.2,0,0,0.0,0,0,0.0,90,1368.3,0.1,179,7
65,Food & Beverage Customer 5,"Major independent Coca-Cola bottler handling beverage production, sales, marketing & distribution","HQ: Birmingham, AL; operates across Southeast U.S.","Manufacturing, distribution, supply chain management, retail execution, data & analytics",Food & Beverage,Microsoft Azure,"Microsoft 365, SAP ERP, Oracle Database",Both (Cloud FinOps + ELO),Modernizing legacy ERP/network; Need agility/visibility for global manufacturing and planning,SAP-to-Azure migration; adoption of SAP IBP & Azure ML/IoT in smart factories,"CIO, VP Cloud Platforms, Head of SAM/Procurement, Finance IT Director",26,14,40,VP Cloud Platforms,+1-655-945-2105,+1 (205) 130-2535,contact@coca-colabottlingcom.com,www.coca-colabottlingcom.com,161,35.39,51.59,9.2,7.22,16.42,57124,2369,4964,479,132,1019,43618,9215,156,1754,462,2949.2,0,0,0.0,0,0,0.0,90,1368.3,0.1,179,7
66,Energy / Oil & Gas Services Customer 1,U.S. oilfield services & technology leader serving upstream energy operators,"HQ: Houston, TX; operates across South Central U.S.","Oilfield services, digital operations, subsurface software, enterprise applications",Energy / Oil & Gas Services,AWS (Amazon Web Services),"Oracle Cloud, SAP, Microsoft",Both (Cloud FinOps + ELO),Managing massive data/analytics workloads and modernizing ERP; Need cost control & governance at scale,AWS Enterprise Agreement renewal; negotiating better rates based on commitment,"CIO, VP Digital/IT, Head of Cloud Transformation, Global Procurement (IT)",28,13,41,VP Infrastructure,+1-662-958-2122,+1 (732) 314-5374,contact@halliburtoncompany.com,www.halliburtoncompany.com,409,176.28,134.81,49.36,17.53,66.89,49862,1796,2505,217,256,877,22691,10585,9175,0,0,0.0,649,400,14690.0,0,0,0.0,133,5574.2,0.0,15,4
67,Energy / Oil & Gas Services Customer 2,U.S. oilfield services & technology leader serving upstream energy operators,"HQ: Houston, TX; operates across South Central U.S.","Oilfield services, digital operations, subsurface software, enterprise applications",Energy / Oil & Gas Services,AWS (Amazon Web Services),"Oracle Cloud, SAP, Microsoft",Both (Cloud FinOps + ELO),Managing massive data/analytics workloads and modernizing ERP; Need cost control & governance at scale,AWS Enterprise Agreement renewal; negotiating better rates based on commitment,"CIO, VP Digital/IT, Head of Cloud Transformation, Global Procurement (IT)",28,13,41,VP Infrastructure,+1-669-971-2139,+1 (732) 314-5374,contact@halliburtoncompany.com,www.halliburtoncompany.com,409,176.28,134.81,49.36,17.53,66.89,49862,1796,2505,217,256,877,22691,10585,9175,0,0,0.0,649,400,14690.0,0,0,0.0,133,5574.2,0.0,15,4
